id,"description","category",day_of_week,day_of_month,month,year,amount,"currency_code","mode",account_id,"hashed_user_id",recurrent_bill
5014,"CARD PAYMENT TO ITSU 026 MORE LONDON,3.69 GBP, RATE 1.00/GBP ON 21-01-2017","cafes_and_restaurants",2,24,1,2017,-3.69,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5015,"CARD PAYMENT TO GIFFGAFF.COM,30.00 GBP, RATE 1.00/GBP ON 21-01-2017","phone",2,24,1,2017,-30,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",1
5016,"CARD PAYMENT TO TESCO STORES 3189,3.47 GBP, RATE 1.00/GBP ON 22-01-2017","groceries",2,24,1,2017,-3.47,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5017,"CARD PAYMENT TO Amazon UK Marketplace,5.18 GBP, RATE 1.00/GBP ON 22-01-2017","shopping",2,24,1,2017,-5.18,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5018,"CARD PAYMENT TO TESCO STORES 6172,0.65 GBP, RATE 1.00/GBP ON 21-01-2017","groceries",2,24,1,2017,-0.65,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5019,"BILL PAYMENT VIA FASTER PAYMENT TO Mr N A Jennings REFERENCE 0138 , MANDATE NO 42","uncategorized",3,25,1,2017,-299,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5020,"CARD PAYMENT TO TESCO STORES 3189,4.47 GBP, RATE 1.00/GBP ON 23-01-2017","groceries",3,25,1,2017,-4.47,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5021,"CARD PAYMENT TO Amazon UK Marketplace,15.99 GBP, RATE 1.00/GBP ON 23-01-2017","shopping",3,25,1,2017,-15.99,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5022,"CARD PAYMENT TO Amazon UK Marketplace,6.60 GBP, RATE 1.00/GBP ON 23-01-2017","shopping",3,25,1,2017,-6.6,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5023,"CARD PAYMENT TO Amazon UK Marketplace,33.10 GBP, RATE 1.00/GBP ON 23-01-2017","shopping",3,25,1,2017,-33.1,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5024,"CARD PAYMENT TO TESCO STORES 6172,0.92 GBP, RATE 1.00/GBP ON 24-01-2017","groceries",4,26,1,2017,-0.92,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5025,"CARD PAYMENT TO Amazon UK Marketplace,3.95 GBP, RATE 1.00/GBP ON 24-01-2017","shopping",4,26,1,2017,-3.95,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5026,"CITY UNIVERSITY","food_and_dining",2,24,1,2017,-1,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5027,"TESCO STORES 5380","groceries",2,24,1,2017,-1,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5028,"CITY UNIV SADDLERS","cafes_and_restaurants",2,24,1,2017,-5.25,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5029,"MORRISONS STORES","shopping",3,25,1,2017,-9.47,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5030,"UBER GB JAN24","taxi",3,25,1,2017,-10.76,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5031,"MONZO CD 8218","transfer",2,3,1,2017,-30,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5032,"Spotify P016A30AEE CD 8218","movies_and_music",2,3,1,2017,-14.99,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",1
5033,"NON-STG PURCH FEE CD 8218","provider_fee",2,3,1,2017,-1,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5034,"NON-STG TRANS FEE 2.99% CD 8218","fees_and_charges",2,3,1,2017,-0.17,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5035,"VISIT PATREON.COM/ US 07.20 VISAXR 1.22449 CD 8218","entertainment",2,3,1,2017,-5.88,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",1
5036,"MONZO CD 8218","transfer",2,3,1,2017,-40,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5037,"H3G 970304399301291216","phone",2,3,1,2017,-52.34,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",1
5038,"EQUINOX RE LTD","personal_care",2,3,1,2017,-1127,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5039,"NON-STG PURCH FEE CD 8218","provider_fee",2,3,1,2017,-1,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5040,"NON-STG TRANS FEE 2.99% CD 8218","fees_and_charges",2,3,1,2017,-2.6,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5041,"PHONOS III EUROS 101.60 VISAXR 1.165 CD 8218","clothing",2,3,1,2017,-87.21,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5042,"NON-STG PURCH FEE CD 8218","provider_fee",3,4,1,2017,-1,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5043,"NON-STG TRANS FEE 2.99% CD 8218","fees_and_charges",3,4,1,2017,-0.73,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5044,"SARL XU 24 EUROS 28.35 VISAXR 1.15385 CD 8218","books_and_supplies",3,4,1,2017,-24.57,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5045,"NON-STG PURCH FEE CD 8218","provider_fee",3,4,1,2017,-1,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5046,"NON-STG TRANS FEE 2.99% CD 8218","fees_and_charges",3,4,1,2017,-0.04,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5047,"TOTALDALTYSA89 EUROS 01.70 VISAXR 1.15646 CD 8218","uncategorized",3,4,1,2017,-1.47,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5048,"ITUNES.COM/BILL CD 8218","electronics_and_software",4,5,1,2017,-29.99,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5049,"LAFATA LTD","transfer",5,6,1,2017,1203.6,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5050,"H3G 971084818601040117","phone",5,6,1,2017,-30.73,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5051,"CHRISTOPHE 500000000247448940 08JAN17 13:53","mortgage_and_rent",1,9,1,2017,-43.6,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5052,"NON-STG PURCH FEE CD 7828","provider_fee",2,10,1,2017,-1,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5053,"NON-STG TRANS FEE 2.99% CD 7828","fees_and_charges",2,10,1,2017,-0.14,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5054,"FIVERR.COM CY 06.00 VISAXR 1.21212 CD 7828","business_services",2,10,1,2017,-4.95,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5055,"ITUNES.COM/BILL CD 8218","electronics_and_software",5,13,1,2017,-31.99,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5056,"C LOISEAU 309072 22066068","transfer",5,13,1,2017,700,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5057,"AMERICAN EXPRESS CD 7828","transfer",1,16,1,2017,-1753.49,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5058,"CHRISTOPHE 100000000247474477 17JAN17 14:15","mortgage_and_rent",2,17,1,2017,-30,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5059,"C LOISEAU 309072 22066068","transfer",5,20,1,2017,100,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5060,"AKARI CD 8218","cafes_and_restaurants",1,23,1,2017,-88.36,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5061,"PRET A MANGER - 387 LONDON","cafes_and_restaurants",2,24,1,2017,-5.24,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5062,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",2,24,1,2017,-4.8,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5063,"CARD PAYMENT TO SAINSBURYS S/MKTS,1.59 GBP, RATE 1.00/GBP ON 25-01-2017","groceries",5,27,1,2017,-1.59,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5064,"CARD PAYMENT TO POSTOFFICE SELFSERVICE,5.11 GBP, RATE 1.00/GBP ON 25-01-2017","shipping",5,27,1,2017,-5.11,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5065,"CARD PAYMENT TO LUL TICKET MACHINE,10.00 GBP, RATE 1.00/GBP ON 25-01-2017","public_transportation",5,27,1,2017,-10,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5066,"FIVE GUYS","uncategorized",4,26,1,2017,-13.1,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5067,"MORRISONS S","auto_and_transport",4,26,1,2017,-25.5,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5068,"SAINSBURYS","groceries",4,26,1,2017,-1.85,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5069,"SAINSBURYS S/MKTS","groceries",4,26,1,2017,-1.8,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5070,"AMAZON UK","shopping",4,26,1,2017,-26.98,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5071,"WASABI BOROUGH","cafes_and_restaurants",3,25,1,2017,-7.6,"GBP","normal",358225,"+/ea9cHVoML8/1Xr9v2xtA==",0
5072,"SAINSBURYS S/MKTS","groceries",3,25,1,2017,-2.55,"GBP","normal",358225,"+/ea9cHVoML8/1Xr9v2xtA==",0
5073,"LONDON TRANSPORT","public_transportation",4,26,1,2017,-4.8,"GBP","normal",358225,"+/ea9cHVoML8/1Xr9v2xtA==",0
5074,"MARKS&SPENCER PLC (VIA APPLE PAY), ON 24-01-2017","shopping",4,26,1,2017,-4.05,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5075,"TESCO STORES 6545 (VIA APPLE PAY), ON 25-01-2017","groceries",5,27,1,2017,-5.16,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5076,"TFL.GOV.UK/CP (VIA APPLE PAY), ON 25-01-2017","public_transportation",5,27,1,2017,-2.4,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5077,"ITSU 010 FINSBURY SQ (VIA APPLE PAY), ON 25-01-2017","electronics_and_software",5,27,1,2017,-6.69,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5078,"DIRECT DEBIT PAYMENT TO VODAFONE LTD REF 690828853-1002, MANDATE NO 0001","transfer",5,27,1,2017,-46.53,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",1
5079,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",3,25,1,2017,-6.6,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5080,"SKY DIGITAL","bills_and_utilities",5,27,1,2017,-25,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",1
5081,"CARD PAYMENT TO KCLSU GUY'S BAR,4.40 GBP, RATE 1.00/GBP ON 26-01-2017","alcohol_and_bars",6,28,1,2017,-4.4,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5082,"CARD PAYMENT TO KCLSU 171 SHOP,1.10 GBP, RATE 1.00/GBP ON 26-01-2017","shopping",6,28,1,2017,-1.1,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5083,"CARD PAYMENT TO SAINSBURYS S/MKTS,0.55 GBP, RATE 1.00/GBP ON 26-01-2017","groceries",6,28,1,2017,-0.55,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5084,"MOBILLIT BCA JAN17 MOBILLITY 322840900371721001","shopping",5,27,1,2017,930.73,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5085,"LNK TESCO ST KAT D CD 8218 27JAN17","groceries",5,27,1,2017,-20,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5086,"MARKS&SPENCER PLC (VIA APPLE PAY), ON 26-01-2017","shopping",6,28,1,2017,-3,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5087,"TFL.GOV.UK/CP (VIA APPLE PAY), ON 26-01-2017","public_transportation",6,28,1,2017,-6.6,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5088,"BREWHOUSE (VIA APPLE PAY), ON 26-01-2017","alcohol_and_bars",6,28,1,2017,-20.9,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5089,"FAMOUS COCK TAVERN (VIA APPLE PAY), ON 26-01-2017","alcohol_and_bars",6,28,1,2017,-9.8,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5090,"DICKENS INN LONDON","hotel",4,26,1,2017,-28.15,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5091,"AMAZON UK MARKETPLACE 800-279-6620","shopping",4,26,1,2017,-28.34,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5092,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",4,26,1,2017,-4.8,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5093,"SHAKE SHACK -","food_and_dining",5,27,1,2017,-14.75,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5094,"CINNAWORLD LTD","movies_and_music",5,27,1,2017,-4.5,"GBP","normal",336190,"Jy5+wuYePYpZwSHbkM8o6w==",0
5095,"ZOO BAR/VENOM","alcohol_and_bars",5,27,1,2017,-7.5,"GBP","normal",358225,"+/ea9cHVoML8/1Xr9v2xtA==",0
5096,"CO-OP GROUP FOOD","groceries",5,27,1,2017,-3.79,"GBP","normal",358225,"+/ea9cHVoML8/1Xr9v2xtA==",0
5097,"AUDIBLE LTD","books_and_supplies",5,27,1,2017,-7.99,"GBP","normal",358225,"+/ea9cHVoML8/1Xr9v2xtA==",1
5098,"SAINSBURYS S/MKTS","groceries",5,27,1,2017,-1.5,"GBP","normal",358225,"+/ea9cHVoML8/1Xr9v2xtA==",0
5099,"COLWELL ABILLSBP","uncategorized",7,1,1,2017,5.21,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5100,"FOOD FOR UNIBERKMANN ACR","uncategorized",2,3,1,2017,200,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5101,"VIRGIN MEDIA PYMTSDD","bills_and_utilities",2,3,1,2017,-31.24,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",1
5102,"TESCO STORES 2454EGHAM)))","groceries",4,5,1,2017,-13.49,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5103,"SELFSERVE TICKETSWTRAINS RICHVIS","public_transportation",4,5,1,2017,-6,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5104,"SELFSERVE TICKETSWTRAINS EGHAVIS","public_transportation",4,5,1,2017,-2.4,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5105,"J D SPORTS 280STAINESVIS","sporting_goods",4,5,1,2017,-80,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5106,"POCKET MONEYBERKMANN ACR","transfer",4,5,1,2017,100,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5107,"INT'L 0007192757PAYPAL *PAPAJOHNSG35314369001VIS","transfer",1,9,1,2017,-9.36,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5108,"TESCO STORES 2454EGHAM)))","groceries",1,9,1,2017,-17.85,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5109,"SLC DISBURSEMENTSCR","transfer",1,9,1,2017,1129,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5110,"TESCO STORES 2454EGHAM)))","groceries",3,11,1,2017,-3.75,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5111,"Costa Express UKHigh Wycombe)))","cafes_and_restaurants",3,11,1,2017,-2.35,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5112,"CASH TRM JAN12ROYAL HOLLOW@19:40ATM","education",4,12,1,2017,-20,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5113,"STUDENT UNIONEGHAM)))","education",4,12,1,2017,-2.75,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5114,"HP INC UK LIMITEDBRACKNELLVIS","shopping",4,12,1,2017,-1.99,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5115,"STUDENT UNION01784 486300VIS","education",4,12,1,2017,-8,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5116,"404304 52014971INTERNET TRANSFERTFR","transfer",5,13,1,2017,-600,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5117,"INT'L 0025524230WLY*COMPLETESAVE.C08003896960VIS","shopping",5,13,1,2017,-15,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5118,"Non-SterlingTransaction FeeDR","provider_fee",5,13,1,2017,-2.19,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5119,"INT'L 0025524231TKG MEDIA800-3057458USD 97.00 @ 1.2149Visa RateVIS","electronics_and_software",5,13,1,2017,-79.84,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5120,"STUDENT UNIONEGHAM)))","education",5,13,1,2017,-2.75,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5121,"STAGECOACH SW TRAI07824518604VIS","alcohol_and_bars",5,13,1,2017,-9.4,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5122,"WWW.JUST EAT.CO.UK0208 7362006VIS","food_and_dining",5,13,1,2017,-15.07,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5123,"INT'L 0035702797PAYPAL *ARTOFMEMOR35314369001VIS","transfer",1,16,1,2017,-8.49,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5124,"TESCO STORES 2454EGHAM)))","groceries",1,16,1,2017,-13.15,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5125,"TESCO STORES 2454EGHAMVIS","groceries",1,16,1,2017,-92,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5126,"FOOD FOR UNIBERKMANN ACR","uncategorized",1,16,1,2017,200,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5127,"RSB FOODS LIMITEDEGHAMVIS","shopping",2,17,1,2017,-9.99,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5128,"INT'L 0048977237NYX*LTT Vending HOStainesVIS","uncategorized",3,18,1,2017,-0.85,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5129,"INT'L 0048977236NYX*LTT Vending HOStainesVIS","uncategorized",3,18,1,2017,-1.48,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5130,"TESCO STORES 2454EGHAM)))","groceries",3,18,1,2017,-11.86,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5131,"STUDENT UNIONEGHAM)))","education",5,20,1,2017,-0.8,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5132,"Costa Express UKHigh Wycombe)))","cafes_and_restaurants",5,20,1,2017,-2.65,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5133,"SUBWAYEGHAM)))","food_and_dining",5,20,1,2017,-5.3,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5134,"CASH NATWEST JAN20EGHAM RYL H @14:59ATM","fees_and_charges",5,20,1,2017,-20,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5135,"CASH HSBC JAN22EGHAM E1 @21:07ATM","transfer",7,22,1,2017,-20,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5136,"STUDENT UNIONEGHAM)))","education",1,23,1,2017,-1.25,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5137,"CROSSLANDS BAREGHAM)))","gas_and_fuel",1,23,1,2017,-2.7,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5138,"TESCO STORES 2454EGHAM)))","groceries",1,23,1,2017,-14.64,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5139,"BEEHIVEEGHAMVIS","cafes_and_restaurants",1,23,1,2017,-2.9,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5140,"INT'L 0077441320Amazon UK Marketpl800-279-6620VIS","shopping",2,24,1,2017,-5.99,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5141,"TESCO STORES 2454EGHAM)))","groceries",2,24,1,2017,-23.42,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5142,"INT'L 0082081623Amazon UK Marketpl800-279-6620VIS","shopping",3,25,1,2017,-8.9,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5143,"SELFSERVE TICKETSWTRAINS EGHAVIS","public_transportation",3,25,1,2017,-2.4,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5144,"STUDENT UNION01784 486300VIS","education",3,25,1,2017,-83,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5145,"J D SPORTS 280STAINESVIS","sporting_goods",3,25,1,2017,-20,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5146,"CROSSLANDS BAREGHAM)))","gas_and_fuel",4,26,1,2017,-4.15,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5147,"TESCO STORES 2454EGHAM)))","groceries",4,26,1,2017,-15.33,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5148,"SPORTS CENTREEGHAMVIS","sporting_goods",4,26,1,2017,-30,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5149,"TESCO STORES 2454EGHAM)))","groceries",5,27,1,2017,-6.25,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5150,"400714 21577050INTERNET TRANSFERTFR","transfer",5,13,1,2017,600,"GBP","normal",366969,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5151,"CARD PAYMENT TO WASABI BOROUGH HIGH ST,2.25 GBP, RATE 1.00/GBP ON 27-01-2017","cafes_and_restaurants",1,30,1,2017,-2.25,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5152,"CARD PAYMENT TO TESCO STORES 3189,3.70 GBP, RATE 1.00/GBP ON 27-01-2017","groceries",1,30,1,2017,-3.7,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5153,"CARD PAYMENT TO SAINSBURYS S/MKTS,1.75 GBP, RATE 1.00/GBP ON 27-01-2017","groceries",1,30,1,2017,-1.75,"GBP","normal",358206,"+lNe49gh1KnFIp5z87sbvQ==",0
5154,"IZ *Popup @ the Patio (VIA APPLE PAY), ON 27-01-2017","alcohol_and_bars",1,30,1,2017,-9,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5155,"TFL.GOV.UK/CP (VIA APPLE PAY), ON 27-01-2017","public_transportation",1,30,1,2017,-6.6,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5156,"CO-OP GROUP FOOD (VIA APPLE PAY), ON 27-01-2017","groceries",1,30,1,2017,-10.2,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5157,"L.B. HACKNEY NNDR","taxes",2,3,1,2017,-1041,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5158,"BRITISH GAS SERV","transfer",2,3,1,2017,-28.74,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
5159,"EMM LTD EMM LTD EMM 0048 REF-EMM 0048","uncategorized",4,5,1,2017,8400,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5160,"22 DEC 16 DNH GODADDY.COM EUROPE GODADDY.COM GBR GBR","business_services",4,5,1,2017,-11.1,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5161,"03 JAN 17 WWW.VIKING-DIRECT.CO.U GRO OSTHEIM DEU DEU","uncategorized",4,5,1,2017,-64.7,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5162,"AMES ANDREW ROBINSON SOMERSTON WAR CLIENT ID NO 66054145 UNITED KINGDOM JAMES ANDREW ROBINSON SOMERSTON WAR JAR-177010 \"REF-JAR-177010","uncategorized",5,6,1,2017,404.41,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5163,"MICROSOFT OFFICE 36 Dublin IRL IRL","electronics_and_software",2,10,1,2017,-7.99,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
5164,"06 JAN 17 ZIPCAR WIMBLEDON GBR GBR","car_rental",4,12,1,2017,-35.91,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5165,"THAMES WATER","transfer",4,12,1,2017,-25.68,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
5166,"11 JAN 17 WWW.SIMPLYBUSINESS.CO. 03330146683 GBR GBR","uncategorized",5,13,1,2017,-224.55,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5167,"11 JAN 17 MICROSOFT OFFICE 36 Dublin IRL IRL","electronics_and_software",5,13,1,2017,-7.99,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
5168,"FULCRUM NETWORKS","taxi",2,17,1,2017,-21.72,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5169,"11 JAN 17 WWW.VIKING-DIRECT.CO.U GRO OSTHEIM DEU DEU","uncategorized",3,18,1,2017,-39.47,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5170,"16 JAN 17 ZIPCAR WIMBLEDON GBR GBR","car_rental",1,23,1,2017,-27.93,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5171,"PROPERTY WEEK SUBS","business_services",1,23,1,2017,-92.17,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5172,"EE N T-MOBILE","transfer",1,23,1,2017,-158.03,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
